Diabetes_binary,HighBP,HighChol,CholCheck,BMI,Smoker,Stroke,HeartDiseaseorAttack,PhysActivity,Fruits,Veggies,HvyAlcoholConsump,AnyHealthcare,NoDocbcCost,GenHlth,MentHlth,PhysHlth,DiffWalk,Sex,Age,Education,Income,Social_Security_Number
0.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,879-48-1170
0.0,0.0,0.0,1.0,28.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,183-63-3245
0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,8.0,4.0,7.0,548-97-2082
0.0,1.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,29.0,1.0,1.0,6.0,4.0,8.0,169-79-9124
1.0,1.0,1.0,1.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,8.0,2.0,3.0,619-98-1031
0.0,0.0,1.0,1.0,30.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,238-91-1944
0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,6.0,8.0,365-39-3657
0.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,13.0,6.0,7.0,791-15-2380
1.0,1.0,1.0,1.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,10.0,6.0,6.0,618-12-8021
1.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,8.0,804-49-7774
0.0,1.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,9.0,5.0,1.0,128-70-9242
0.0,1.0,1.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,30.0,1.0,0.0,13.0,4.0,2.0,583-15-7299
1.0,1.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,8.0,6.0,7.0,805-12-4429
0.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,5.0,1.0,0.0,6.0,6.0,8.0,769-96-5214
0.0,1.0,1.0,1.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,6.0,6.0,200-39-1334
0.0,0.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,10.0,6.0,7.0,527-90-4745
0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,805-36-5381
0.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,732-56-9268
0.0,1.0,1.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,30.0,30.0,1.0,0.0,7.0,3.0,1.0,719-19-1959
0.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,6.0,8.0,852-38-8823
0.0,0.0,0.0,1.0,44.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,0.0,2.0,4.0,4.0,362-33-3131
0.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,4.0,8.0,284-29-6485
0.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,4.0,6.0,791-56-3638
0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,4.0,7.0,596-94-1255
0.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,5.0,4.0,7.0,418-87-3950
0.0,0.0,0.0,1.0,42.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,3.0,0.0,0.0,6.0,6.0,5.0,868-19-1418
0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,781-31-2718
0.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,6.0,4.0,7.0,789-17-9104
0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,6.0,8.0,368-56-4151
0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,13.0,4.0,3.0,638-88-1076
0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,6.0,8.0,887-57-6943
0.0,1.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,4.0,7.0,337-25-1256
0.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,13.0,6.0,5.0,200-54-4132
0.0,1.0,1.0,1.0,30.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,1.0,10.0,4.0,7.0,535-89-7100
0.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,2.0,1.0,215-97-8299
1.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,4.0,7.0,765-46-2899
0.0,0.0,0.0,1.0,23.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,12.0,4.0,6.0,762-17-8132
0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,8.0,6.0,8.0,600-18-2373
0.0,0.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,10.0,1.0,0.0,9.0,3.0,1.0,458-10-8854
0.0,1.0,0.0,1.0,27.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,7.0,4.0,8.0,760-43-5583
0.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,5.0,7.0,310-24-4131
0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,13.0,5.0,3.0,740-36-1730
0.0,1.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,6.0,7.0,591-83-9874
0.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,8.0,381-84-2735
0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,8.0,6.0,8.0,717-94-5335
0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,6.0,8.0,867-19-4009
0.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,187-42-8607
0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,7.0,610-46-2031
0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,6.0,8.0,879-15-1511
0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,13.0,6.0,4.0,200-78-5333
0.0,1.0,0.0,1.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,6.0,8.0,836-24-7893
1.0,1.0,1.0,1.0,33.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,718-38-5200
1.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,6.0,7.0,777-48-6207
0.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,556-82-4124
0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,641-72-7543
